,Unnamed: 0,entire_prompt,prompt,label,max_sim_score,zero_shot_prompts
70,70,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A girl returns her library book late. What would have happened if the girl had returned her library book on time?
A. She would not have to pay a fee.
B. She would get a free present.
C. She would have to pay a fee.
Answer:",What would have happened if the girl had returned her library book on time?,A,tensor(0.5181),"A girl returns her library book late. What would have happened if the girl had returned her library book on time?
A. She would not have to pay a fee.
B. She would get a free present.
C. She would have to pay a fee.
Answer:"
71,71,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A cat walks through a puddle. What would have happened if the cat had jumped over the puddle?
A. The cat would not have gotten wet.
B. That is not possible.
C. The cat would have gotten wet.
Answer:",What would have happened if the cat had jumped over the puddle?,A,tensor(0.5996),"A cat walks through a puddle. What would have happened if the cat had jumped over the puddle?
A. The cat would not have gotten wet.
B. That is not possible.
C. The cat would have gotten wet.
Answer:"
72,72,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman picks up a cup. What would have happened if the woman had dropped the cup?
A. The cup would not have been broken.
B. That is not possible.
C. The cup would have been broken.
Answer:",What would have happened if the woman had dropped the cup?,C,tensor(0.5006),"A woman picks up a cup. What would have happened if the woman had dropped the cup?
A. The cup would not have been broken.
B. That is not possible.
C. The cup would have been broken.
Answer:"
73,73,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man goes for a bike ride. What would have happened if the man had sold his bike?
A. That is not possible.
B. He could not go for a ride.
C. He could go for a ride.
Answer:",What would have happened if the man had sold his bike?,B,tensor(0.4990),"A man goes for a bike ride. What would have happened if the man had sold his bike?
A. That is not possible.
B. He could not go for a ride.
C. He could go for a ride.
Answer:"
74,74,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman cooks waffles for her breakfast. What would have happened if the woman had burned the waffles?
A. That is not possible.
B. She would get sad.
C. She would get happy.
Answer:",What would have happened if the woman had burned the waffles?,B,tensor(0.4984),"A woman cooks waffles for her breakfast. What would have happened if the woman had burned the waffles?
A. That is not possible.
B. She would get sad.
C. She would get happy.
Answer:"
75,75,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A child plays with her doll. What would have happened if the child had broken her doll?
A. It would get sad.
B. It would get happy.
C. That is not possible.
Answer:",What would have happened if the child had broken her doll?,A,tensor(0.4799),"A child plays with her doll. What would have happened if the child had broken her doll?
A. It would get sad.
B. It would get happy.
C. That is not possible.
Answer:"
76,76,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A dog chases a ball. What would have happened if the dog had eaten the ball?
A. It would get no pain.
B. That is not possible.
C. It would get stomach pain.
Answer:",What would have happened if the dog had eaten the ball?,C,tensor(0.5286),"A dog chases a ball. What would have happened if the dog had eaten the ball?
A. It would get no pain.
B. That is not possible.
C. It would get stomach pain.
Answer:"
77,77,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A company lays off all its employees. What would have happened if the company had given raises to all its employees?
A. All would get joy.
B. That is not possible.
C. All would get sadness.
Answer:",What would have happened if the company had given raises to all its employees?,A,tensor(0.5577),"A company lays off all its employees. What would have happened if the company had given raises to all its employees?
A. All would get joy.
B. That is not possible.
C. All would get sadness.
Answer:"
78,78,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A child eats an apple. What would have happened if the child had eaten candy?
A. It would get joy.
B. It would get sorrow.
C. That is not possible.
Answer:",What would have happened if the child had eaten candy?,A,tensor(0.4782),"A child eats an apple. What would have happened if the child had eaten candy?
A. It would get joy.
B. It would get sorrow.
C. That is not possible.
Answer:"
79,79,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A doctor washes their hands at work. What would have happened if the doctor hadn't washed their hands?
A. The patients could get an infection.
B. The patients could get better.
C. That is not possible.
Answer:",What would have happened if the doctor hadn't washed their hands?,A,tensor(0.4873),"A doctor washes their hands at work. What would have happened if the doctor hadn't washed their hands?
A. The patients could get an infection.
B. The patients could get better.
C. That is not possible.
Answer:"
80,80,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A music fan bought tickets for a concert. What would have happened if the music fan had bought tickets for a soccer match?
A. The music fan would get happy.
B. The music fan would get sad.
C. That is not possible.
Answer:",What would have happened if the music fan had bought tickets for a soccer match?,B,tensor(0.4470),"A music fan bought tickets for a concert. What would have happened if the music fan had bought tickets for a soccer match?
A. The music fan would get happy.
B. The music fan would get sad.
C. That is not possible.
Answer:"
81,81,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man was hit by a car. What would have happened if the man had looked both ways before crossing?
A. The man would have remained unharmed.
B. The man would have been injured.
C. That is not possible.
Answer:",What would have happened if the man had looked both ways before crossing?,A,tensor(0.6221),"A man was hit by a car. What would have happened if the man had looked both ways before crossing?
A. The man would have remained unharmed.
B. The man would have been injured.
C. That is not possible.
Answer:"
82,82,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man went to go get his car fixed. What would have happened if the man hadn't got the car fixed?
A. The car would be unusable.
B. That is not possible.
C. The care would be usable.
Answer:",What would have happened if the man hadn't got the car fixed?,A,tensor(0.5292),"A man went to go get his car fixed. What would have happened if the man hadn't got the car fixed?
A. The car would be unusable.
B. That is not possible.
C. The care would be usable.
Answer:"
83,83,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A child chokes on a hotdog. What would have happened if the child had eaten the hotdog?
A. The child would have had a harmful experience.
B. The child would have had an uninterrupted meal.
C. That is not possible.
Answer:",What would have happened if the child had eaten the hotdog?,B,tensor(0.4496),"A child chokes on a hotdog. What would have happened if the child had eaten the hotdog?
A. The child would have had a harmful experience.
B. The child would have had an uninterrupted meal.
C. That is not possible.
Answer:"
84,84,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A soldier goes to war. What would have happened if the soldier had deserted from war?
A. He would have to fight in war.
B. That is not possible.
C. He would not have to fight in war.
Answer:",What would have happened if the soldier had deserted from war?,C,tensor(0.5985),"A soldier goes to war. What would have happened if the soldier had deserted from war?
A. He would have to fight in war.
B. That is not possible.
C. He would not have to fight in war.
Answer:"
85,85,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man divorces his wife. What would have happened if the man had invested more in appreciating his wife?
A. The marriage would continue.
B. The marriage would be dissolved.
C. That is not possible.
Answer:",What would have happened if the man had invested more in appreciating his wife?,A,tensor(0.5062),"A man divorces his wife. What would have happened if the man had invested more in appreciating his wife?
A. The marriage would continue.
B. The marriage would be dissolved.
C. That is not possible.
Answer:"
86,86,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A girl mopped her floor. What would have happened if the girl had poured mud on her floor?
A. The floor would be clean.
B. That is not possible.
C. The floor would be dirty.
Answer:",What would have happened if the girl had poured mud on her floor?,C,tensor(0.4550),"A girl mopped her floor. What would have happened if the girl had poured mud on her floor?
A. The floor would be clean.
B. That is not possible.
C. The floor would be dirty.
Answer:"
87,87,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A boy lits a cigarette with a lighter. What would have happened if the boy had thrown the lighter in the trash before lighting his cigarette?
A. That is not possible.
B. He could have lit the cigarette.
C. He could not have lit the cigarette.
Answer:",What would have happened if the boy had thrown the lighter in the trash before lighting his cigarette?,C,tensor(0.4957),"A boy lits a cigarette with a lighter. What would have happened if the boy had thrown the lighter in the trash before lighting his cigarette?
A. That is not possible.
B. He could have lit the cigarette.
C. He could not have lit the cigarette.
Answer:"
88,88,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A horse jumped over a log. What would have happened if the horse had run into the log?
A. It would have hurt itself.
B. That is not possible.
C. It would have hurt someone else.
Answer:",What would have happened if the horse had run into the log?,A,tensor(0.4753),"A horse jumped over a log. What would have happened if the horse had run into the log?
A. It would have hurt itself.
B. That is not possible.
C. It would have hurt someone else.
Answer:"
89,89,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

An electrician cuts an inert wire. What would have happened if the electrician had cut a live wire?
A. That is not possible.
B. The electrician would not get shocked.
C. The electrician would get shocked.
Answer:",What would have happened if the electrician had cut a live wire?,C,tensor(0.4650),"An electrician cuts an inert wire. What would have happened if the electrician had cut a live wire?
A. That is not possible.
B. The electrician would not get shocked.
C. The electrician would get shocked.
Answer:"
90,90,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man drives a car. What would have happened if a toddler had driven the car?
A. It would get injured.
B. It would not get injured.
C. That is not possible.
Answer:",What would have happened if a toddler had driven the car?,A,tensor(0.5158),"A man drives a car. What would have happened if a toddler had driven the car?
A. It would get injured.
B. It would not get injured.
C. That is not possible.
Answer:"
91,91,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A lightning bolt strikes a tree. What would have happened if a gust of wind had struck the tree?
A. The tree would have broken down.
B. Nothing would have happened.
C. That is not possible.
Answer:",What would have happened if a gust of wind had struck the tree?,B,tensor(0.5950),"A lightning bolt strikes a tree. What would have happened if a gust of wind had struck the tree?
A. The tree would have broken down.
B. Nothing would have happened.
C. That is not possible.
Answer:"
92,92,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

The governor pardons a criminal. What would have happened if the criminal's cellmate had pardoned the criminal?
A. That is not possible.
B. The criminal would have been released.
C. The criminal would not have been released.
Answer:",What would have happened if the criminal's cellmate had pardoned the criminal?,C,tensor(0.5544),"The governor pardons a criminal. What would have happened if the criminal's cellmate had pardoned the criminal?
A. That is not possible.
B. The criminal would have been released.
C. The criminal would not have been released.
Answer:"
93,93,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman married her husband. What would have happened if the woman had said no when the man proposed?
A. That is not possible.
B. They would have gotten married.
C. They would not have gotten married.
Answer:",What would have happened if the woman had said no when the man proposed?,C,tensor(0.4768),"A woman married her husband. What would have happened if the woman had said no when the man proposed?
A. That is not possible.
B. They would have gotten married.
C. They would not have gotten married.
Answer:"
94,94,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A mother burned dinner. What would have happened if a timer had been set for dinner?
A. The dinner would get burnt.
B. The dinner would not get burnt.
C. That is not possible.
Answer:",What would have happened if a timer had been set for dinner?,B,tensor(0.5219),"A mother burned dinner. What would have happened if a timer had been set for dinner?
A. The dinner would get burnt.
B. The dinner would not get burnt.
C. That is not possible.
Answer:"
95,95,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A dog chases a squirrel. What would have happened if the dog had eaten the squirrel?
A. The squirrel would have died.
B. That is not possible.
C. The squirrel would have lived.
Answer:",What would have happened if the dog had eaten the squirrel?,A,tensor(0.5758),"A dog chases a squirrel. What would have happened if the dog had eaten the squirrel?
A. The squirrel would have died.
B. That is not possible.
C. The squirrel would have lived.
Answer:"
96,96,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman plucks her eyebrows. What would have happened if the woman had plucked her teeth?
A. She would not have had severe pain.
B. She would have had severe pain.
C. That is not possible.
Answer:",What would have happened if the woman had plucked her teeth?,B,tensor(0.4747),"A woman plucks her eyebrows. What would have happened if the woman had plucked her teeth?
A. She would not have had severe pain.
B. She would have had severe pain.
C. That is not possible.
Answer:"
97,97,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man hugs a tree. What would have happened if the man had punched the tree?
A. That is not possible.
B. He would get relief.
C. He would have felt pain.
Answer:",What would have happened if the man had punched the tree?,C,tensor(0.5555),"A man hugs a tree. What would have happened if the man had punched the tree?
A. That is not possible.
B. He would get relief.
C. He would have felt pain.
Answer:"
98,98,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A boy picks a flower. What would have happened if the boy had sniffed the flower?
A. The flower would have remained at its place.
B. That is not possible.
C. The flower would have fallen.
Answer:",What would have happened if the boy had sniffed the flower?,A,tensor(0.5239),"A boy picks a flower. What would have happened if the boy had sniffed the flower?
A. The flower would have remained at its place.
B. That is not possible.
C. The flower would have fallen.
Answer:"
99,99,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A person crushes an empty can. What would have happened if a person had crushed an unopened can?
A. That is not possible.
B. It would spill.
C. It would not spill.
Answer:",What would have happened if a person had crushed an unopened can?,B,tensor(0.4726),"A person crushes an empty can. What would have happened if a person had crushed an unopened can?
A. That is not possible.
B. It would spill.
C. It would not spill.
Answer:"
100,100,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A cat catches a mouse. What would have happened if the mouse had caught the cat?
A. The mouse would not have eaten the car.
B. That is not possible.
C. The mouse would have eaten the car.
Answer:",What would have happened if the mouse had caught the cat?,B,tensor(0.6578),"A cat catches a mouse. What would have happened if the mouse had caught the cat?
A. The mouse would not have eaten the car.
B. That is not possible.
C. The mouse would have eaten the car.
Answer:"
101,101,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A bear eats a fish. What would have happened if the fish had eaten a bear?
A. The fish would have eaten the bear.
B. That is not possible.
C. The fish would not have eaten the bear.
Answer:",What would have happened if the fish had eaten a bear?,B,tensor(0.5514),"A bear eats a fish. What would have happened if the fish had eaten a bear?
A. The fish would have eaten the bear.
B. That is not possible.
C. The fish would not have eaten the bear.
Answer:"
102,102,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

The umbrella stops the rain. What would have happened if the umbrella had been used when there wasn't rain?
A. The umbrella would have stopped the rain.
B. Nothing would have happened.
C. The umbrella would not have stopped the rain.
Answer:",What would have happened if the umbrella had been used when there wasn't rain?,B,tensor(0.5684),"The umbrella stops the rain. What would have happened if the umbrella had been used when there wasn't rain?
A. The umbrella would have stopped the rain.
B. Nothing would have happened.
C. The umbrella would not have stopped the rain.
Answer:"
103,103,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A dog jumps out of a bush. What would have happened if the dog had jumped out of a fast-moving car?
A. That is not possible.
B. The dog would have been safe.
C. The dog would have been injured.
Answer:",What would have happened if the dog had jumped out of a fast-moving car?,C,tensor(0.5020),"A dog jumps out of a bush. What would have happened if the dog had jumped out of a fast-moving car?
A. That is not possible.
B. The dog would have been safe.
C. The dog would have been injured.
Answer:"
104,104,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man went scuba diving. What would have happened if the man had stayed on land?
A. The man would not have gotten wet.
B. The man would have gotten wet.
C. That is not possible.
Answer:",What would have happened if the man had stayed on land?,A,tensor(0.5337),"A man went scuba diving. What would have happened if the man had stayed on land?
A. The man would not have gotten wet.
B. The man would have gotten wet.
C. That is not possible.
Answer:"
